,intersection,sample_text,lat,lon
28,11th-santafe,quin tacos selene swifts breakfeast hyder construction denver voice sante fe theater brick building nita timeos bar,39.733666666666664,-104.99869444444444
29,11th-santafe,armstrong dance center nicks studio quin timeos bar swifts breakfeast,39.733666666666664,-104.99869444444444
30,11th-santafe,tacos selene aztlan denver works denver voice 711 gas is 329 hyder construction,39.733666666666664,-104.99869444444444
31,11th-santafe,711 gas is 329 nicks studio swifts breakfeast denver voice quin denver works,39.733666666666664,-104.99869444444444
32,11th-santafe,711 gas is 329 denver works hyder construction aztlan nicks studio swifts breakfeast tacos selene timeos bar,39.733666666666664,-104.99869444444444
33,11th-santafe,nicks studio 711 gas is 329 hyder construction armstrong dance center denver works denver voice aztlan brick building nita,39.733666666666664,-104.99869444444444
34,11th-santafe,swifts breakfeast quin hyder construction 711 gas is 329 tacos selene armstrong dance center denver voice denver works,39.733666666666664,-104.99869444444444
35,11th-santafe,quin denver voice 711 gas is 329 hyder construction swifts breakfeast brick building nita timeos bar nicks studio,39.733666666666664,-104.99869444444444
36,11th-santafe,hyder construction nicks studio tacos selene denver voice quin timeos bar denver works aztlan,39.733666666666664,-104.99869444444444
37,11th-santafe,armstrong dance center tacos selene nicks studio sante fe theater timeos bar denver voice denver works aztlan,39.733666666666664,-104.99869444444444
38,11th-santafe,armstrong dance center brick building nita denver works denver voice timeos bar tacos selene hyder construction,39.733666666666664,-104.99869444444444
39,11th-santafe,armstrong dance center tacos selene timeos bar swifts breakfeast quin brick building nita nicks studio denver works hyder construction,39.733666666666664,-104.99869444444444
40,11th-santafe,hyder construction armstrong dance center denver works quin tacos selene sante fe theater swifts breakfeast nicks studio,39.733666666666664,-104.99869444444444
41,11th-santafe,tacos selene nicks studio quin aztlan swifts breakfeast denver voice sante fe theater timeos bar,39.733666666666664,-104.99869444444444
42,11th-santafe,armstrong dance center timeos bar hyder construction brick building nita swifts breakfeast aztlan sante fe theater,39.733666666666664,-104.99869444444444
43,11th-santafe,aztlan swifts breakfeast sante fe theater tacos selene armstrong dance center 711 gas is 329,39.733666666666664,-104.99869444444444
44,11th-santafe,711 gas is 329 aztlan swifts breakfeast sante fe theater denver works hyder construction,39.733666666666664,-104.99869444444444
45,11th-santafe,quin timeos bar 711 gas is 329 swifts breakfeast aztlan tacos selene denver works hyder construction sante fe theater denver voice,39.733666666666664,-104.99869444444444
46,11th-santafe,denver works denver voice brick building nita nicks studio swifts breakfeast,39.733666666666664,-104.99869444444444
47,11th-santafe,denver works hyder construction swifts breakfeast denver voice aztlan 711 gas is 329 timeos bar nicks studio,39.733666666666664,-104.99869444444444
48,11th-santafe,denver works nicks studio sante fe theater hyder construction quin timeos bar armstrong dance center,39.733666666666664,-104.99869444444444
49,11th-santafe,711 gas is 329 brick building nita timeos bar aztlan quin nicks studio swifts breakfeast denver works hyder construction denver voice,39.733666666666664,-104.99869444444444
50,11th-syracuse,open walia creamery dawn driving school rentals syracuse liquors no turn on red no parking any time santos cafe mexican grill 11th ave,39.73291666666667,-104.89880555555557
51,11th-syracuse,santos cafe mexican grill no turn on red voodoo ranger no parking any time uhaul syracuse liquors rentals walia creamery beer wine spirits,39.73291666666667,-104.89880555555557
52,11th-syracuse,syracuse liquors santos cafe mexican grill dawn driving school walia creamery no parking any time syracuse st garden court community beer wine spirits syracuse liquors voodoo ranger,39.73291666666667,-104.89880555555557
53,11th-syracuse,syracuse liquors syracuse st dawn driving school rentals beer wine spirits walia creamery uhaul garden court community,39.73291666666667,-104.89880555555557
54,11th-syracuse,uhaul rentals no parking any time syracuse liquors dawn driving school beer wine spirits syracuse liquors walia creamery,39.73291666666667,-104.89880555555557
55,11th-syracuse,open beer wine spirits syracuse liquors garden court community no turn on red santos cafe mexican grill syracuse liquors uhaul,39.73291666666667,-104.89880555555557
56,11th-syracuse,open syracuse liquors syracuse st syracuse liquors syracuse market no parking any time rentals garden court community,39.73291666666667,-104.89880555555557
57,11th-syracuse,walia creamery dawn driving school syracuse liquors no parking any time syracuse market syracuse st voodoo ranger open uhaul,39.73291666666667,-104.89880555555557
58,11th-syracuse,no parking any time uhaul rentals open no turn on red voodoo ranger,39.73291666666667,-104.89880555555557
59,11th-syracuse,no turn on red syracuse st dawn driving school voodoo ranger uhaul 11th ave walia creamery syracuse market,39.73291666666667,-104.89880555555557
60,11th-syracuse,uhaul dawn driving school no parking any time garden court community walia creamery rentals syracuse st,39.73291666666667,-104.89880555555557
61,11th-syracuse,syracuse liquors open dawn driving school 11th ave voodoo ranger syracuse liquors beer wine spirits no turn on red santos cafe mexican grill,39.73291666666667,-104.89880555555557
62,11th-syracuse,11th ave walia creamery garden court community voodoo ranger syracuse liquors rentals,39.73291666666667,-104.89880555555557
63,11th-syracuse,garden court community uhaul 11th ave open no turn on red,39.73291666666667,-104.89880555555557
64,11th-syracuse,beer wine spirits 11th ave syracuse liquors santos cafe mexican grill walia creamery no parking any time syracuse st syracuse market uhaul garden court community,39.73291666666667,-104.89880555555557
65,11th-syracuse,syracuse st garden court community 11th ave voodoo ranger syracuse liquors syracuse liquors no turn on red,39.73291666666667,-104.89880555555557
66,11th-syracuse,voodoo ranger no parking any time open dawn driving school syracuse st syracuse liquors garden court community 11th ave no turn on red,39.73291666666667,-104.89880555555557
67,11th-syracuse,syracuse liquors syracuse liquors no turn on red garden court community uhaul dawn driving school rentals 11th ave syracuse market,39.73291666666667,-104.89880555555557
68,11th-syracuse,voodoo ranger syracuse liquors beer wine spirits santos cafe mexican grill garden court community 11th ave dawn driving school,39.73291666666667,-104.89880555555557
69,11th-syracuse,11th ave syracuse st syracuse liquors no parking any time syracuse liquors,39.73291666666667,-104.89880555555557
70,11th-syracuse,no parking any time syracuse market santos cafe mexican grill no turn on red voodoo ranger rentals 11th ave syracuse st syracuse liquors,39.73291666666667,-104.89880555555557
71,11th-syracuse,no turn on red rentals dawn driving school garden court community 11th ave syracuse liquors voodoo ranger,39.73291666666667,-104.89880555555557
72,11th-syracuse,walia creamery open syracuse market beer wine spirits uhaul voodoo ranger no turn on red 11th ave syracuse st santos cafe mexican grill,39.73291666666667,-104.89880555555557
73,11th-syracuse,syracuse liquors santos cafe mexican grill garden court community syracuse st voodoo ranger no turn on red,39.73291666666667,-104.89880555555557
74,11th-syracuse,syracuse st no parking any time voodoo ranger beer wine spirits uhaul santos cafe mexican grill no turn on red garden court community syracuse market syracuse liquors,39.73291666666667,-104.89880555555557
75,11th-syracuse,dawn driving school 11th ave open uhaul walia creamery,39.73291666666667,-104.89880555555557
76,11th-syracuse,no turn on red uhaul walia creamery syracuse liquors santos cafe mexican grill 11th ave no parking any time syracuse liquors beer wine spirits syracuse market,39.73291666666667,-104.89880555555557
77,11th-syracuse,open no turn on red voodoo ranger walia creamery syracuse market,39.73291666666667,-104.89880555555557
78,11th-syracuse,syracuse market syracuse st santos cafe mexican grill garden court community no parking any time,39.73291666666667,-104.89880555555557
79,11th-syracuse,no turn on red uhaul voodoo ranger syracuse market 11th ave no parking any time,39.73291666666667,-104.89880555555557
80,11th-syracuse,no turn on red voodoo ranger santos cafe mexican grill dawn driving school beer wine spirits syracuse liquors garden court community syracuse liquors syracuse market,39.73291666666667,-104.89880555555557
81,11th-syracuse,beer wine spirits walia creamery open santos cafe mexican grill 11th ave garden court community no parking any time syracuse market dawn driving school,39.73291666666667,-104.89880555555557
82,11th-syracuse,rentals dawn driving school syracuse liquors no turn on red santos cafe mexican grill uhaul,39.73291666666667,-104.89880555555557
83,11th-syracuse,uhaul walia creamery beer wine spirits no turn on red syracuse market open voodoo ranger santos cafe mexican grill syracuse liquors,39.73291666666667,-104.89880555555557
84,11th-syracuse,santos cafe mexican grill dawn driving school open voodoo ranger 11th ave garden court community no turn on red,39.73291666666667,-104.89880555555557
85,11th-syracuse,syracuse liquors syracuse st 11th ave uhaul walia creamery no turn on red syracuse market voodoo ranger dawn driving school garden court community,39.73291666666667,-104.89880555555557
86,11th-syracuse,no parking any time syracuse st walia creamery 11th ave rentals,39.73291666666667,-104.89880555555557
87,11th-syracuse,syracuse st garden court community open syracuse market beer wine spirits walia creamery syracuse liquors 11th ave rentals,39.73291666666667,-104.89880555555557
88,11th-syracuse,dawn driving school rentals santos cafe mexican grill beer wine spirits walia creamery garden court community no turn on red open syracuse st 11th ave,39.73291666666667,-104.89880555555557
89,11th-syracuse,dawn driving school syracuse market 11th ave syracuse st beer wine spirits santos cafe mexican grill syracuse liquors open garden court community no turn on red,39.73291666666667,-104.89880555555557
90,11th-syracuse,rentals beer wine spirits voodoo ranger no parking any time syracuse market syracuse liquors syracuse st,39.73291666666667,-104.89880555555557
91,11th-syracuse,dawn driving school syracuse liquors walia creamery no parking any time garden court community santos cafe mexican grill,39.73291666666667,-104.89880555555557
92,11th-syracuse,11th ave walia creamery no parking any time syracuse market no turn on red,39.73291666666667,-104.89880555555557
93,11th-syracuse,dawn driving school no parking any time santos cafe mexican grill open syracuse market syracuse liquors uhaul,39.73291666666667,-104.89880555555557
94,11th-syracuse,open no turn on red beer wine spirits 11th ave dawn driving school walia creamery santos cafe mexican grill voodoo ranger,39.73291666666667,-104.89880555555557
95,11th-syracuse,no parking any time voodoo ranger open syracuse market dawn driving school syracuse liquors,39.73291666666667,-104.89880555555557
96,11th-syracuse,uhaul 11th ave voodoo ranger syracuse liquors no turn on red,39.73291666666667,-104.89880555555557
97,11th-syracuse,garden court community open dawn driving school rentals syracuse liquors no turn on red syracuse st syracuse market santos cafe mexican grill,39.73291666666667,-104.89880555555557
98,11th-syracuse,no turn on red voodoo ranger santos cafe mexican grill rentals garden court community,39.73291666666667,-104.89880555555557
99,11th-syracuse,syracuse liquors dawn driving school syracuse st rentals beer wine spirits 11th ave garden court community,39.73291666666667,-104.89880555555557
100,11th-yosemite,mlk jr bulivard hillary wheat photography tag burger bar no public restroom f15 park stanly marketplace wash folding,39.73286111111111,-104.88475000000001
101,11th-yosemite,7 eleven the hayes 11th ave wash folding gotham greens no public restroom,39.73286111111111,-104.88475000000001
102,11th-yosemite,care now urgent care slurpee roots glisside coffee company drop off self service king soopers,39.73286111111111,-104.88475000000001
103,11th-yosemite,f15 park open square park king soopers wash folding gotham greens global grocery,39.73286111111111,-104.88475000000001
104,11th-yosemite,f15 park house of hope large load washers stanly marketplace hillary wheat photography open wash folding coinop bienvenidos tag burger bar,39.73286111111111,-104.88475000000001
105,11th-yosemite,king soopers side parking lot bluff lake taw win restaurant open drop off self service glisside coffee company second dawn brewing co central park rec center arrowhead park,39.73286111111111,-104.88475000000001
106,11th-yosemite,11th ave security cameras in use coin laundromat prairie uplands park mart laundromat,39.73286111111111,-104.88475000000001
107,11th-yosemite,drop off self service sand creek river side parking lot stanly marketplace mart hillary wheat photography,39.73286111111111,-104.88475000000001
108,11th-yosemite,cleaners coinop bienvenidos 7 eleven large load washers wash folding 7 eleven,39.73286111111111,-104.88475000000001
109,11th-yosemite,wash folding no public restroom large load washers hillary wheat photography cleaners,39.73286111111111,-104.88475000000001
110,11th-yosemite,f15 park side parking lot cleaners yosemite st no public restroom,39.73286111111111,-104.88475000000001
111,11th-yosemite,yosemite st king soopers square park coinop bienvenidos large load washers slurpee,39.73286111111111,-104.88475000000001
112,11th-yosemite,slurpee glisside coffee company cleaners drop off self service yosemite st square park taw win restaurant coin laundromat 7 eleven king soopers,39.73286111111111,-104.88475000000001
113,11th-yosemite,customer parking only lagree lux central park 7 eleven security cameras in use coin laundromat f15 park 7 eleven,39.73286111111111,-104.88475000000001
114,11th-yosemite,bluff lake second dawn brewing co side parking lot coinop bienvenidos central park rec center customer parking only global grocery gotham greens mart 11th ave,39.73286111111111,-104.88475000000001
115,11th-yosemite,second dawn brewing co global grocery bluff lake 11th ave roots customer parking only sand creek river,39.73286111111111,-104.88475000000001
116,11th-yosemite,mart tag burger bar yosemite st stanly marketplace house of hope king soopers side parking lot,39.73286111111111,-104.88475000000001
117,11th-yosemite,no public restroom security cameras in use coinop bienvenidos drop off self service stanly marketplace,39.73286111111111,-104.88475000000001
118,11th-yosemite,coin laundromat customer parking only tag burger bar lagree lux central park 7 eleven coinop bienvenidos,39.73286111111111,-104.88475000000001
119,11th-yosemite,mlk jr bulivard arrowhead park stanly marketplace laundromat the hayes taw win restaurant,39.73286111111111,-104.88475000000001
120,11th-yosemite,mart stanly marketplace hillary wheat photography laundromat global grocery square park f15 park prairie uplands park king soopers 7 eleven,39.73286111111111,-104.88475000000001
121,11th-yosemite,mlk jr bulivard 11th ave drop off self service king soopers prairie uplands park mart coinop bienvenidos care now urgent care slurpee,39.73286111111111,-104.88475000000001
122,11th-yosemite,laundromat gotham greens roots drop off self service arrowhead park mart second dawn brewing co glisside coffee company cleaners 7 eleven,39.73286111111111,-104.88475000000001
123,11th-yosemite,lagree lux central park mlk jr bulivard 7 eleven glisside coffee company house of hope drop off self service king soopers sand creek river care now urgent care gotham greens,39.73286111111111,-104.88475000000001
124,11th-yosemite,customer parking only second dawn brewing co house of hope care now urgent care large load washers mart drop off self service taw win restaurant,39.73286111111111,-104.88475000000001
125,11th-yosemite,side parking lot large load washers house of hope mlk jr bulivard slurpee,39.73286111111111,-104.88475000000001
126,11th-yosemite,prairie uplands park bluff lake the hayes hillary wheat photography customer parking only lavadoras grandes coinop bienvenidos yosemite st gotham greens,39.73286111111111,-104.88475000000001
127,11th-yosemite,cleaners mart lagree lux central park no public restroom coin laundromat global grocery roots,39.73286111111111,-104.88475000000001
128,11th-yosemite,king soopers security cameras in use the hayes mart care now urgent care hillary wheat photography global grocery,39.73286111111111,-104.88475000000001
129,11th-yosemite,mart mlk jr bulivard slurpee drop off self service coinop bienvenidos yosemite st gotham greens 7 eleven care now urgent care cleaners,39.73286111111111,-104.88475000000001
130,11th-yosemite,the hayes house of hope central park rec center tag burger bar lavadoras grandes glisside coffee company drop off self service,39.73286111111111,-104.88475000000001
131,11th-yosemite,house of hope 7 eleven 7 eleven yosemite st drop off self service king soopers prairie uplands park security cameras in use coinop bienvenidos laundromat,39.73286111111111,-104.88475000000001
132,11th-yosemite,care now urgent care roots coin laundromat mart hillary wheat photography open global grocery house of hope mlk jr bulivard,39.73286111111111,-104.88475000000001
133,11th-yosemite,taw win restaurant large load washers tag burger bar yosemite st mlk jr bulivard gotham greens roots,39.73286111111111,-104.88475000000001
134,11th-yosemite,care now urgent care open 7 eleven side parking lot global grocery lagree lux central park arrowhead park stanly marketplace mart,39.73286111111111,-104.88475000000001
135,11th-yosemite,customer parking only bluff lake the hayes 11th ave security cameras in use drop off self service gotham greens care now urgent care,39.73286111111111,-104.88475000000001
136,11th-yosemite,sand creek river global grocery the hayes 7 eleven taw win restaurant drop off self service,39.73286111111111,-104.88475000000001
137,11th-yosemite,mlk jr bulivard yosemite st second dawn brewing co mart the hayes king soopers taw win restaurant laundromat,39.73286111111111,-104.88475000000001
138,11th-yosemite,care now urgent care side parking lot the hayes security cameras in use mlk jr bulivard arrowhead park drop off self service,39.73286111111111,-104.88475000000001
139,11th-yosemite,lavadoras grandes laundromat drop off self service stanly marketplace second dawn brewing co sand creek river 11th ave,39.73286111111111,-104.88475000000001
140,11th-yosemite,7 eleven coinop bienvenidos lavadoras grandes coin laundromat glisside coffee company stanly marketplace gotham greens side parking lot,39.73286111111111,-104.88475000000001
141,11th-yosemite,roots laundromat wash folding stanly marketplace mart,39.73286111111111,-104.88475000000001
142,11th-yosemite,f15 park global grocery coin laundromat wash folding roots stanly marketplace,39.73286111111111,-104.88475000000001
143,11th-yosemite,house of hope f15 park tag burger bar sand creek river square park stanly marketplace open coin laundromat global grocery,39.73286111111111,-104.88475000000001
144,11th-yosemite,open mlk jr bulivard slurpee second dawn brewing co global grocery customer parking only stanly marketplace coin laundromat taw win restaurant f15 park,39.73286111111111,-104.88475000000001
145,11th-yosemite,stanly marketplace sand creek river gotham greens 7 eleven bluff lake house of hope cleaners f15 park,39.73286111111111,-104.88475000000001
146,11th-yosemite,care now urgent care global grocery hillary wheat photography mlk jr bulivard coinop bienvenidos stanly marketplace taw win restaurant laundromat,39.73286111111111,-104.88475000000001
147,11th-yosemite,care now urgent care king soopers tag burger bar arrowhead park hillary wheat photography lavadoras grandes mlk jr bulivard,39.73286111111111,-104.88475000000001
148,11th-yosemite,wash folding side parking lot f15 park cleaners tag burger bar slurpee hillary wheat photography central park rec center square park,39.73286111111111,-104.88475000000001
149,11th-yosemite,laundromat open yosemite st lavadoras grandes drop off self service gotham greens arrowhead park 11th ave no public restroom coinop bienvenidos,39.73286111111111,-104.88475000000001
150,13th-havana,citibank atm taco bell top pho walgreens dozens fat boys bar and grill 7eleven schomp hyundai common ground golf course,39.736472222222226,-104.86583333333333
151,13th-havana,havana sign jetts pizza top pho perlmutter christine m 7eleven lowes dozens fat boys bar and grill citibank atm walgreens pinewood lodge,39.736472222222226,-104.86583333333333
152,13th-havana,fired cannabis top pho jetts pizza havana sign el molina bakery rita citibank atm perlmutter christine m,39.736472222222226,-104.86583333333333
153,13th-havana,common ground golf course starbucks rita mcdonalds citibank atm,39.736472222222226,-104.86583333333333
154,13th-havana,fired cannabis mcdonalds perlmutter christine m jetts pizza starbucks citibank atm lotus school for excellence havana sign schomp hyundai taco bell,39.736472222222226,-104.86583333333333
155,13th-havana,pinewood lodge mcdonalds rita top pho dozens fat boys bar and grill lotus school for excellence,39.736472222222226,-104.86583333333333
156,13th-havana,taco bell havana sign jetts pizza fired cannabis el molina bakery dozens fat boys bar and grill pinewood lodge top pho,39.736472222222226,-104.86583333333333
157,13th-havana,mcdonalds schomp hyundai perlmutter christine m el molina bakery starbucks lotus school for excellence taco bell citibank atm 7eleven fired cannabis,39.736472222222226,-104.86583333333333
158,13th-havana,walgreens pinewood lodge citibank atm taco bell fired cannabis top pho 7eleven havana sign lotus school for excellence dia international market,39.736472222222226,-104.86583333333333
159,13th-havana,dozens fat boys bar and grill common ground golf course taco bell rita dia international market pinewood lodge top pho,39.736472222222226,-104.86583333333333
160,13th-havana,7eleven lotus school for excellence jetts pizza el molina bakery taco bell walgreens starbucks dia international market,39.736472222222226,-104.86583333333333
161,13th-havana,walgreens rita havana sign pinewood lodge common ground golf course el molina bakery taco bell citibank atm dozens fat boys bar and grill,39.736472222222226,-104.86583333333333
162,13th-havana,walgreens schomp hyundai rita dia international market starbucks,39.736472222222226,-104.86583333333333
163,13th-havana,lotus school for excellence common ground golf course 7eleven perlmutter christine m jetts pizza el molina bakery dia international market taco bell lowes,39.736472222222226,-104.86583333333333
164,13th-havana,havana sign perlmutter christine m top pho dia international market jetts pizza el molina bakery common ground golf course mcdonalds,39.736472222222226,-104.86583333333333
165,13th-havana,dozens fat boys bar and grill taco bell 7eleven schomp hyundai lotus school for excellence citibank atm mcdonalds top pho,39.736472222222226,-104.86583333333333
166,13th-havana,taco bell el molina bakery top pho dozens fat boys bar and grill schomp hyundai citibank atm 7eleven dia international market,39.736472222222226,-104.86583333333333
167,13th-havana,walgreens top pho dozens fat boys bar and grill perlmutter christine m jetts pizza,39.736472222222226,-104.86583333333333
168,13th-havana,lotus school for excellence walgreens fired cannabis top pho lowes dia international market jetts pizza schomp hyundai,39.736472222222226,-104.86583333333333
169,13th-havana,top pho mcdonalds walgreens havana sign dozens fat boys bar and grill jetts pizza schomp hyundai lowes rita,39.736472222222226,-104.86583333333333
170,13th-havana,taco bell walgreens dozens fat boys bar and grill citibank atm schomp hyundai,39.736472222222226,-104.86583333333333
171,13th-havana,lotus school for excellence el molina bakery mcdonalds havana sign jetts pizza perlmutter christine m taco bell fired cannabis schomp hyundai common ground golf course,39.736472222222226,-104.86583333333333
172,13th-havana,el molina bakery rita lowes dozens fat boys bar and grill schomp hyundai citibank atm,39.736472222222226,-104.86583333333333
173,13th-havana,jetts pizza walgreens lowes dia international market pinewood lodge rita 7eleven,39.736472222222226,-104.86583333333333
174,13th-havana,starbucks pinewood lodge common ground golf course 7eleven lotus school for excellence,39.736472222222226,-104.86583333333333
175,13th-havana,jetts pizza havana sign rita perlmutter christine m top pho mcdonalds 7eleven taco bell,39.736472222222226,-104.86583333333333
176,13th-havana,common ground golf course dia international market top pho rita fired cannabis walgreens perlmutter christine m taco bell dozens fat boys bar and grill lowes,39.736472222222226,-104.86583333333333
177,13th-havana,pinewood lodge schomp hyundai havana sign lotus school for excellence el molina bakery citibank atm walgreens 7eleven jetts pizza,39.736472222222226,-104.86583333333333
178,13th-havana,perlmutter christine m walgreens fired cannabis schomp hyundai citibank atm dozens fat boys bar and grill jetts pizza rita el molina bakery mcdonalds,39.736472222222226,-104.86583333333333
179,13th-havana,el molina bakery lowes top pho dia international market mcdonalds starbucks dozens fat boys bar and grill havana sign fired cannabis,39.736472222222226,-104.86583333333333
180,13th-havana,taco bell 7eleven schomp hyundai lowes rita dia international market pinewood lodge citibank atm,39.736472222222226,-104.86583333333333
181,13th-havana,fired cannabis mcdonalds lotus school for excellence rita 7eleven,39.736472222222226,-104.86583333333333
182,13th-havana,dia international market 7eleven top pho rita lotus school for excellence common ground golf course,39.736472222222226,-104.86583333333333
183,13th-havana,rita citibank atm schomp hyundai dia international market taco bell,39.736472222222226,-104.86583333333333
184,13th-havana,taco bell dia international market havana sign walgreens lowes,39.736472222222226,-104.86583333333333
185,13th-havana,lowes top pho fired cannabis mcdonalds lotus school for excellence,39.736472222222226,-104.86583333333333
186,13th-havana,perlmutter christine m 7eleven el molina bakery havana sign starbucks dia international market jetts pizza pinewood lodge schomp hyundai citibank atm,39.736472222222226,-104.86583333333333
187,13th-havana,7eleven schomp hyundai taco bell havana sign mcdonalds perlmutter christine m citibank atm,39.736472222222226,-104.86583333333333
188,13th-havana,top pho havana sign schomp hyundai lowes starbucks rita,39.736472222222226,-104.86583333333333
189,13th-havana,taco bell top pho el molina bakery dozens fat boys bar and grill havana sign rita lotus school for excellence citibank atm perlmutter christine m,39.736472222222226,-104.86583333333333
190,13th-havana,perlmutter christine m rita jetts pizza lowes taco bell citibank atm havana sign el molina bakery lotus school for excellence,39.736472222222226,-104.86583333333333
191,13th-havana,top pho dozens fat boys bar and grill walgreens schomp hyundai jetts pizza taco bell perlmutter christine m lowes havana sign mcdonalds,39.736472222222226,-104.86583333333333
192,13th-havana,jetts pizza dia international market starbucks walgreens 7eleven,39.736472222222226,-104.86583333333333
193,13th-havana,7eleven common ground golf course lowes el molina bakery jetts pizza perlmutter christine m havana sign schomp hyundai,39.736472222222226,-104.86583333333333
194,13th-havana,7eleven starbucks el molina bakery lotus school for excellence common ground golf course taco bell perlmutter christine m,39.736472222222226,-104.86583333333333
195,13th-havana,top pho starbucks 7eleven el molina bakery fired cannabis lotus school for excellence jetts pizza dozens fat boys bar and grill,39.736472222222226,-104.86583333333333
196,13th-havana,common ground golf course schomp hyundai perlmutter christine m rita jetts pizza lowes,39.736472222222226,-104.86583333333333
197,13th-havana,fired cannabis taco bell jetts pizza 7eleven pinewood lodge starbucks top pho,39.736472222222226,-104.86583333333333
198,13th-havana,mcdonalds top pho jetts pizza lotus school for excellence common ground golf course fired cannabis walgreens taco bell 7eleven havana sign,39.736472222222226,-104.86583333333333
199,13th-havana,jetts pizza walgreens schomp hyundai taco bell common ground golf course dozens fat boys bar and grill pinewood lodge starbucks,39.736472222222226,-104.86583333333333
200,14th-broadway,library entrance one way central transport key bank full service detail center,39.73847222222222,-104.98744444444445
201,14th-broadway,barber hair design entrida a la biblioteca preserving priceless works of art sunbelt rentals one way library entrance senor burritos,39.73847222222222,-104.98744444444445
202,14th-broadway,no parking senor burritos drive up atm do not enter entrida a la biblioteca library entrance postino seek safe shr kys,39.73847222222222,-104.98744444444445
203,14th-broadway,70 park here 70 one way one way travel vaccines available denver one way spur coffee,39.73847222222222,-104.98744444444445
204,14th-broadway,kys denver central library preserving priceless works of art open quaker oats left lane must turn left pacific sunwear,39.73847222222222,-104.98744444444445
205,14th-broadway,travel vaccines available preserving priceless works of art 5280 waste solutions sunbelt rentals one way only excel energy,39.73847222222222,-104.98744444444445
206,14th-broadway,preserving priceless works of art enforced by camera 247 open full service detail center walgreens drive up atm denver central library excel energy,39.73847222222222,-104.98744444444445
