"GEO_ID","NAME","B19013_001E","B19013_001M",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2024 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2024 inflation-adjusted dollars)",
"1500000US080010085053","Block Group 3; Census Tract 85.05; Adams County; Colorado","108684","44163",
"1500000US080010085054","Block Group 4; Census Tract 85.05; Adams County; Colorado","95313","49509",
"1500000US080010085055","Block Group 5; Census Tract 85.05; Adams County; Colorado","46875","29458",
"1500000US080010085056","Block Group 6; Census Tract 85.05; Adams County; Colorado","129135","88281",
"1500000US080010085061","Block Group 1; Census Tract 85.06; Adams County; Colorado","61543","42120",
"1500000US080010085062","Block Group 2; Census Tract 85.06; Adams County; Colorado","60884","60817",
"1500000US080010085063","Block Group 3; Census Tract 85.06; Adams County; Colorado","73876","21700",
"1500000US080010085064","Block Group 4; Census Tract 85.06; Adams County; Colorado","13586","9014",
"1500000US080010085065","Block Group 5; Census Tract 85.06; Adams County; Colorado","58112","19554",
"1500000US080010085071","Block Group 1; Census Tract 85.07; Adams County; Colorado","83750","24788",
"1500000US080010085072","Block Group 2; Census Tract 85.07; Adams County; Colorado","125957","15632",
"1500000US080010085073","Block Group 3; Census Tract 85.07; Adams County; Colorado","114583","88896",
"1500000US080010085074","Block Group 4; Census Tract 85.07; Adams County; Colorado","109130","4181",
"1500000US080010085075","Block Group 5; Census Tract 85.07; Adams County; Colorado","137008","46134",
"1500000US080010085081","Block Group 1; Census Tract 85.08; Adams County; Colorado","50603","17163",
"1500000US080010085082","Block Group 2; Census Tract 85.08; Adams County; Colorado","103036","16420",
"1500000US080010085083","Block Group 3; Census Tract 85.08; Adams County; Colorado","78333","45779",
"1500000US080010085241","Block Group 1; Census Tract 85.24; Adams County; Colorado","92028","33011",
"1500000US080010085242","Block Group 2; Census Tract 85.24; Adams County; Colorado","195451","39522",
"1500000US080010085243","Block Group 3; Census Tract 85.24; Adams County; Colorado","145441","24102",
"1500000US080010085244","Block Group 4; Census Tract 85.24; Adams County; Colorado","114447","9624",
"1500000US080010085245","Block Group 5; Census Tract 85.24; Adams County; Colorado","168239","51625",
"1500000US080010085246","Block Group 6; Census Tract 85.24; Adams County; Colorado","183938","54410",
"1500000US080010085261","Block Group 1; Census Tract 85.26; Adams County; Colorado","117344","18274",
"1500000US080010085262","Block Group 2; Census Tract 85.26; Adams County; Colorado","121271","54074",
"1500000US080010085263","Block Group 3; Census Tract 85.26; Adams County; Colorado","100015","32309",
"1500000US080010085264","Block Group 4; Census Tract 85.26; Adams County; Colorado","164643","81119",
"1500000US080010085265","Block Group 5; Census Tract 85.26; Adams County; Colorado","164716","36325",
"1500000US080010085331","Block Group 1; Census Tract 85.33; Adams County; Colorado","94922","34461",
"1500000US080010085332","Block Group 2; Census Tract 85.33; Adams County; Colorado","61689","11933",
"1500000US080010085333","Block Group 3; Census Tract 85.33; Adams County; Colorado","85510","12797",
"1500000US080010085334","Block Group 4; Census Tract 85.33; Adams County; Colorado","84457","36791",
"1500000US080010085335","Block Group 5; Census Tract 85.33; Adams County; Colorado","130135","73010",
"1500000US080010085341","Block Group 1; Census Tract 85.34; Adams County; Colorado","103365","24854",
"1500000US080010085342","Block Group 2; Census Tract 85.34; Adams County; Colorado","98615","14119",
"1500000US080010085343","Block Group 3; Census Tract 85.34; Adams County; Colorado","109111","23186",
"1500000US080010085351","Block Group 1; Census Tract 85.35; Adams County; Colorado","119191","23910",
"1500000US080010085352","Block Group 2; Census Tract 85.35; Adams County; Colorado","104934","97407",
"1500000US080010085361","Block Group 1; Census Tract 85.36; Adams County; Colorado","147450","16734",
"1500000US080010085362","Block Group 2; Census Tract 85.36; Adams County; Colorado","170682","63501",
"1500000US080010085381","Block Group 1; Census Tract 85.38; Adams County; Colorado","106912","60736",
"1500000US080010085382","Block Group 2; Census Tract 85.38; Adams County; Colorado","171858","20501",
"1500000US080010085383","Block Group 3; Census Tract 85.38; Adams County; Colorado","170891","20612",
"1500000US080010085384","Block Group 4; Census Tract 85.38; Adams County; Colorado","153511","10108",
"1500000US080010085401","Block Group 1; Census Tract 85.40; Adams County; Colorado","125313","112362",
"1500000US080010085402","Block Group 2; Census Tract 85.40; Adams County; Colorado","144653","35678",
"1500000US080010085403","Block Group 3; Census Tract 85.40; Adams County; Colorado","222045","77413",
"1500000US080010085404","Block Group 4; Census Tract 85.40; Adams County; Colorado","172180","69313",
"1500000US080010085405","Block Group 5; Census Tract 85.40; Adams County; Colorado","153523","57851",
"1500000US080010085406","Block Group 6; Census Tract 85.40; Adams County; Colorado","222750","219570",
"1500000US080010085441","Block Group 1; Census Tract 85.44; Adams County; Colorado","129449","33734",
"1500000US080010085442","Block Group 2; Census Tract 85.44; Adams County; Colorado","121548","36302",
"1500000US080010085443","Block Group 3; Census Tract 85.44; Adams County; Colorado","168300","42449",
"1500000US080010085451","Block Group 1; Census Tract 85.45; Adams County; Colorado","102639","17618",
"1500000US080010085452","Block Group 2; Census Tract 85.45; Adams County; Colorado","130242","21029",
"1500000US080010085453","Block Group 3; Census Tract 85.45; Adams County; Colorado","190188","84606",
"1500000US080010085454","Block Group 4; Census Tract 85.45; Adams County; Colorado","194360","10685",
"1500000US080010085455","Block Group 5; Census Tract 85.45; Adams County; Colorado","171250","81851",
"1500000US080010085461","Block Group 1; Census Tract 85.46; Adams County; Colorado","87358","7363",
"1500000US080010085462","Block Group 2; Census Tract 85.46; Adams County; Colorado","129365","45864",
"1500000US080010085471","Block Group 1; Census Tract 85.47; Adams County; Colorado","111161","11341",
"1500000US080010085472","Block Group 2; Census Tract 85.47; Adams County; Colorado","108288","29355",
"1500000US080010085481","Block Group 1; Census Tract 85.48; Adams County; Colorado","100625","26550",
"1500000US080010085491","Block Group 1; Census Tract 85.49; Adams County; Colorado","132804","27098",
"1500000US080010085492","Block Group 2; Census Tract 85.49; Adams County; Colorado","170227","49191",
"1500000US080010085501","Block Group 1; Census Tract 85.50; Adams County; Colorado","99414","25586",
"1500000US080010085502","Block Group 2; Census Tract 85.50; Adams County; Colorado","100494","18107",
"1500000US080010085503","Block Group 3; Census Tract 85.50; Adams County; Colorado","153036","30908",
"1500000US080010085504","Block Group 4; Census Tract 85.50; Adams County; Colorado","91824","29836",
"1500000US080010085505","Block Group 5; Census Tract 85.50; Adams County; Colorado","144496","32963",
"1500000US080010085511","Block Group 1; Census Tract 85.51; Adams County; Colorado","155074","33192",
"1500000US080010085521","Block Group 1; Census Tract 85.52; Adams County; Colorado","145469","51661",
"1500000US080010085522","Block Group 2; Census Tract 85.52; Adams County; Colorado","88194","21991",
"1500000US080010085523","Block Group 3; Census Tract 85.52; Adams County; Colorado","92344","68985",
"1500000US080010085531","Block Group 1; Census Tract 85.53; Adams County; Colorado","143148","35580",
"1500000US080010085532","Block Group 2; Census Tract 85.53; Adams County; Colorado","138750","42186",
"1500000US080010085541","Block Group 1; Census Tract 85.54; Adams County; Colorado","73869","3829",
"1500000US080010085551","Block Group 1; Census Tract 85.55; Adams County; Colorado","167083","18733",
"1500000US080010085552","Block Group 2; Census Tract 85.55; Adams County; Colorado","67163","40379",
"1500000US080010085553","Block Group 3; Census Tract 85.55; Adams County; Colorado","68186","10933",
"1500000US080010085554","Block Group 4; Census Tract 85.55; Adams County; Colorado","65691","7542",
"1500000US080010085561","Block Group 1; Census Tract 85.56; Adams County; Colorado","102467","30408",
"1500000US080010085562","Block Group 2; Census Tract 85.56; Adams County; Colorado","127269","11120",
"1500000US080010085571","Block Group 1; Census Tract 85.57; Adams County; Colorado","123750","19043",
"1500000US080010085581","Block Group 1; Census Tract 85.58; Adams County; Colorado","142015","21048",
"1500000US080010085591","Block Group 1; Census Tract 85.59; Adams County; Colorado","120943","61226",
"1500000US080010085592","Block Group 2; Census Tract 85.59; Adams County; Colorado","141009","29972",
"1500000US080010085593","Block Group 3; Census Tract 85.59; Adams County; Colorado","114559","35351",
"1500000US080010085601","Block Group 1; Census Tract 85.60; Adams County; Colorado","225000","65031",
"1500000US080010085611","Block Group 1; Census Tract 85.61; Adams County; Colorado","122917","16928",
"1500000US080010085612","Block Group 2; Census Tract 85.61; Adams County; Colorado","127284","23297",
"1500000US080010085613","Block Group 3; Census Tract 85.61; Adams County; Colorado","194167","42901",
"1500000US080010085621","Block Group 1; Census Tract 85.62; Adams County; Colorado","154014","11417",
"1500000US080010085622","Block Group 2; Census Tract 85.62; Adams County; Colorado","134000","49310",
"1500000US080010085631","Block Group 1; Census Tract 85.63; Adams County; Colorado","135750","26033",
"1500000US080010085632","Block Group 2; Census Tract 85.63; Adams County; Colorado","170164","34805",
"1500000US080010085641","Block Group 1; Census Tract 85.64; Adams County; Colorado","150652","30497",
"1500000US080010085651","Block Group 1; Census Tract 85.65; Adams County; Colorado","165625","160249",
"1500000US080010085652","Block Group 2; Census Tract 85.65; Adams County; Colorado","139583","28692",
"1500000US080010085653","Block Group 3; Census Tract 85.65; Adams County; Colorado","63780","36777",
"1500000US080010085654","Block Group 4; Census Tract 85.65; Adams County; Colorado","122969","69646",
"1500000US080010085655","Block Group 5; Census Tract 85.65; Adams County; Colorado","54757","12235",
"1500000US080010086031","Block Group 1; Census Tract 86.03; Adams County; Colorado","70398","12485",
"1500000US080010086041","Block Group 1; Census Tract 86.04; Adams County; Colorado","138661","40083",
"1500000US080010086042","Block Group 2; Census Tract 86.04; Adams County; Colorado","60461","17448",
"1500000US080010086043","Block Group 3; Census Tract 86.04; Adams County; Colorado","118625","35527",
"1500000US080010086051","Block Group 1; Census Tract 86.05; Adams County; Colorado","63980","22572",
"1500000US080010086052","Block Group 2; Census Tract 86.05; Adams County; Colorado","132750","31169",
"1500000US080010086061","Block Group 1; Census Tract 86.06; Adams County; Colorado","87868","30186",
"1500000US080010086062","Block Group 2; Census Tract 86.06; Adams County; Colorado","97953","94791",
"1500000US080010086063","Block Group 3; Census Tract 86.06; Adams County; Colorado","44754","17234",
"1500000US080010086064","Block Group 4; Census Tract 86.06; Adams County; Colorado","89167","34713",
"1500000US080010087051","Block Group 1; Census Tract 87.05; Adams County; Colorado","-","**",
"1500000US080010087052","Block Group 2; Census Tract 87.05; Adams County; Colorado","52154","15014",
"1500000US080010087053","Block Group 3; Census Tract 87.05; Adams County; Colorado","26786","5150",
"1500000US080010087054","Block Group 4; Census Tract 87.05; Adams County; Colorado","69763","5536",
"1500000US080010087061","Block Group 1; Census Tract 87.06; Adams County; Colorado","44719","26638",
"1500000US080010087062","Block Group 2; Census Tract 87.06; Adams County; Colorado","58456","42861",
"1500000US080010087063","Block Group 3; Census Tract 87.06; Adams County; Colorado","43203","21099",
"1500000US080010087091","Block Group 1; Census Tract 87.09; Adams County; Colorado","102303","66923",
"1500000US080010087092","Block Group 2; Census Tract 87.09; Adams County; Colorado","-","**",
"1500000US080010087093","Block Group 3; Census Tract 87.09; Adams County; Colorado","-","**",
"1500000US080010087094","Block Group 4; Census Tract 87.09; Adams County; Colorado","110210","79085",
"1500000US080010087095","Block Group 5; Census Tract 87.09; Adams County; Colorado","29778","22084",
"1500000US080010087096","Block Group 6; Census Tract 87.09; Adams County; Colorado","-","**",
"1500000US080010088011","Block Group 1; Census Tract 88.01; Adams County; Colorado","66728","16534",
"1500000US080010088012","Block Group 2; Census Tract 88.01; Adams County; Colorado","123571","40952",
"1500000US080010088013","Block Group 3; Census Tract 88.01; Adams County; Colorado","71823","5332",
"1500000US080010088021","Block Group 1; Census Tract 88.02; Adams County; Colorado","73176","20924",
"1500000US080010088022","Block Group 2; Census Tract 88.02; Adams County; Colorado","59992","15255",
"1500000US080010088023","Block Group 3; Census Tract 88.02; Adams County; Colorado","162813","129833",
"1500000US080010089011","Block Group 1; Census Tract 89.01; Adams County; Colorado","98839","14479",
"1500000US080010089012","Block Group 2; Census Tract 89.01; Adams County; Colorado","128393","35457",
"1500000US080010090011","Block Group 1; Census Tract 90.01; Adams County; Colorado","93917","45831",
"1500000US080010090012","Block Group 2; Census Tract 90.01; Adams County; Colorado","67750","37809",
"1500000US080010090031","Block Group 1; Census Tract 90.03; Adams County; Colorado","116607","74988",
"1500000US080010090032","Block Group 2; Census Tract 90.03; Adams County; Colorado","85881","36544",
"1500000US080010090033","Block Group 3; Census Tract 90.03; Adams County; Colorado","96051","23253",
"1500000US080010090041","Block Group 1; Census Tract 90.04; Adams County; Colorado","66019","10068",
"1500000US080010090042","Block Group 2; Census Tract 90.04; Adams County; Colorado","70872","28428",
"1500000US080010090043","Block Group 3; Census Tract 90.04; Adams County; Colorado","82662","21415",
"1500000US080010091011","Block Group 1; Census Tract 91.01; Adams County; Colorado","120685","33418",
"1500000US080010091012","Block Group 2; Census Tract 91.01; Adams County; Colorado","89393","17124",
"1500000US080010091013","Block Group 3; Census Tract 91.01; Adams County; Colorado","100592","35380",
"1500000US080010091031","Block Group 1; Census Tract 91.03; Adams County; Colorado","85439","30542",
"1500000US080010091032","Block Group 2; Census Tract 91.03; Adams County; Colorado","67398","2616",
"1500000US080010091041","Block Group 1; Census Tract 91.04; Adams County; Colorado","97942","15853",
"1500000US080010091042","Block Group 2; Census Tract 91.04; Adams County; Colorado","97017","37433",
"1500000US080010092021","Block Group 1; Census Tract 92.02; Adams County; Colorado","89926","12726",
"1500000US080010092022","Block Group 2; Census Tract 92.02; Adams County; Colorado","101953","36496",
"1500000US080010092023","Block Group 3; Census Tract 92.02; Adams County; Colorado","89239","67673",
"1500000US080010092031","Block Group 1; Census Tract 92.03; Adams County; Colorado","70365","19593",
"1500000US080010092032","Block Group 2; Census Tract 92.03; Adams County; Colorado","74554","46569",
"1500000US080010092033","Block Group 3; Census Tract 92.03; Adams County; Colorado","69524","21782",
"1500000US080010092041","Block Group 1; Census Tract 92.04; Adams County; Colorado","102813","25098",
"1500000US080010092042","Block Group 2; Census Tract 92.04; Adams County; Colorado","140083","41136",
"1500000US080010092043","Block Group 3; Census Tract 92.04; Adams County; Colorado","109201","35629",
"1500000US080010092044","Block Group 4; Census Tract 92.04; Adams County; Colorado","52031","19500",
"1500000US080010092061","Block Group 1; Census Tract 92.06; Adams County; Colorado","102983","45843",
"1500000US080010092071","Block Group 1; Census Tract 92.07; Adams County; Colorado","89219","24760",
"1500000US080010092072","Block Group 2; Census Tract 92.07; Adams County; Colorado","85469","29947",
"1500000US080010093041","Block Group 1; Census Tract 93.04; Adams County; Colorado","74231","27909",
"1500000US080010093042","Block Group 2; Census Tract 93.04; Adams County; Colorado","-","**",
"1500000US080010093043","Block Group 3; Census Tract 93.04; Adams County; Colorado","41546","39388",
"1500000US080010093044","Block Group 4; Census Tract 93.04; Adams County; Colorado","120556","19637",
"1500000US080010093045","Block Group 5; Census Tract 93.04; Adams County; Colorado","-","**",
"1500000US080010093061","Block Group 1; Census Tract 93.06; Adams County; Colorado","74387","10165",
"1500000US080010093062","Block Group 2; Census Tract 93.06; Adams County; Colorado","131111","40739",
"1500000US080010093071","Block Group 1; Census Tract 93.07; Adams County; Colorado","72230","17118",
"1500000US080010093072","Block Group 2; Census Tract 93.07; Adams County; Colorado","57465","35970",
"1500000US080010093081","Block Group 1; Census Tract 93.08; Adams County; Colorado","85441","25930",
"1500000US080010093082","Block Group 2; Census Tract 93.08; Adams County; Colorado","77219","22668",
"1500000US080010093083","Block Group 3; Census Tract 93.08; Adams County; Colorado","78182","35978",
"1500000US080010093084","Block Group 4; Census Tract 93.08; Adams County; Colorado","48942","30133",
"1500000US080010093091","Block Group 1; Census Tract 93.09; Adams County; Colorado","113071","29010",
"1500000US080010093092","Block Group 2; Census Tract 93.09; Adams County; Colorado","77167","38719",
"1500000US080010093093","Block Group 3; Census Tract 93.09; Adams County; Colorado","31875","10379",
"1500000US080010093101","Block Group 1; Census Tract 93.10; Adams County; Colorado","71042","43092",
"1500000US080010093102","Block Group 2; Census Tract 93.10; Adams County; Colorado","52237","16942",
"1500000US080010093103","Block Group 3; Census Tract 93.10; Adams County; Colorado","107300","31740",
"1500000US080010093104","Block Group 4; Census Tract 93.10; Adams County; Colorado","86569","26326",
"1500000US080010093161","Block Group 1; Census Tract 93.16; Adams County; Colorado","64735","26839",
"1500000US080010093162","Block Group 2; Census Tract 93.16; Adams County; Colorado","-","**",
"1500000US080010093163","Block Group 3; Census Tract 93.16; Adams County; Colorado","50156","11056",
"1500000US080010093164","Block Group 4; Census Tract 93.16; Adams County; Colorado","70911","14785",
"1500000US080010093165","Block Group 5; Census Tract 93.16; Adams County; Colorado","31858","29639",
"1500000US080010093181","Block Group 1; Census Tract 93.18; Adams County; Colorado","48163","21855",
"1500000US080010093182","Block Group 2; Census Tract 93.18; Adams County; Colorado","69375","7487",
"1500000US080010093183","Block Group 3; Census Tract 93.18; Adams County; Colorado","75640","41369",
"1500000US080010093191","Block Group 1; Census Tract 93.19; Adams County; Colorado","62471","19772",
"1500000US080010093192","Block Group 2; Census Tract 93.19; Adams County; Colorado","48690","19367",
"1500000US080010093193","Block Group 3; Census Tract 93.19; Adams County; Colorado","52899","7175",
"1500000US080010093201","Block Group 1; Census Tract 93.20; Adams County; Colorado","45708","36974",
"1500000US080010093202","Block Group 2; Census Tract 93.20; Adams County; Colorado","51974","26830",
"1500000US080010093211","Block Group 1; Census Tract 93.21; Adams County; Colorado","59452","16491",
"1500000US080010093212","Block Group 2; Census Tract 93.21; Adams County; Colorado","150125","55569",
"1500000US080010093213","Block Group 3; Census Tract 93.21; Adams County; Colorado","50114","39625",
"1500000US080010093221","Block Group 1; Census Tract 93.22; Adams County; Colorado","75369","19609",
"1500000US080010093222","Block Group 2; Census Tract 93.22; Adams County; Colorado","85760","17157",
"1500000US080010093231","Block Group 1; Census Tract 93.23; Adams County; Colorado","75813","60806",
"1500000US080010093232","Block Group 2; Census Tract 93.23; Adams County; Colorado","58185","12034",
"1500000US080010093233","Block Group 3; Census Tract 93.23; Adams County; Colorado","123977","69765",
"1500000US080010093234","Block Group 4; Census Tract 93.23; Adams County; Colorado","49284","23683",
"1500000US080010093251","Block Group 1; Census Tract 93.25; Adams County; Colorado","65822","17876",
"1500000US080010093252","Block Group 2; Census Tract 93.25; Adams County; Colorado","143641","30459",
"1500000US080010093253","Block Group 3; Census Tract 93.25; Adams County; Colorado","126023","27972",
"1500000US080010093261","Block Group 1; Census Tract 93.26; Adams County; Colorado","101448","4568",
"1500000US080010093262","Block Group 2; Census Tract 93.26; Adams County; Colorado","173438","38465",
"1500000US080010093271","Block Group 1; Census Tract 93.27; Adams County; Colorado","168028","9770",
"1500000US080010093272","Block Group 2; Census Tract 93.27; Adams County; Colorado","110755","43598",
"1500000US080010093273","Block Group 3; Census Tract 93.27; Adams County; Colorado","75116","41247",
"1500000US080010093274","Block Group 4; Census Tract 93.27; Adams County; Colorado","147885","31071",
"1500000US080010094011","Block Group 1; Census Tract 94.01; Adams County; Colorado","110938","18139",
"1500000US080010094012","Block Group 2; Census Tract 94.01; Adams County; Colorado","91071","46061",
"1500000US080010094013","Block Group 3; Census Tract 94.01; Adams County; Colorado","135302","55988",
"1500000US080010094061","Block Group 1; Census Tract 94.06; Adams County; Colorado","93802","24737",
"1500000US080010094062","Block Group 2; Census Tract 94.06; Adams County; Colorado","108388","15302",
"1500000US080010094071","Block Group 1; Census Tract 94.07; Adams County; Colorado","59688","13432",
"1500000US080010094072","Block Group 2; Census Tract 94.07; Adams County; Colorado","77982","9862",
"1500000US080010094073","Block Group 3; Census Tract 94.07; Adams County; Colorado","121583","42055",
"1500000US080010094081","Block Group 1; Census Tract 94.08; Adams County; Colorado","149702","24065",
"1500000US080010094082","Block Group 2; Census Tract 94.08; Adams County; Colorado","162695","53413",
"1500000US080010094091","Block Group 1; Census Tract 94.09; Adams County; Colorado","162928","42399",
"1500000US080010094092","Block Group 2; Census Tract 94.09; Adams County; Colorado","128258","17318",
"1500000US080010094093","Block Group 3; Census Tract 94.09; Adams County; Colorado","115238","18187",
"1500000US080010094101","Block Group 1; Census Tract 94.10; Adams County; Colorado","134167","22132",
"1500000US080010094102","Block Group 2; Census Tract 94.10; Adams County; Colorado","225694","44777",
"1500000US080010094111","Block Group 1; Census Tract 94.11; Adams County; Colorado","103365","25258",
"1500000US080010094112","Block Group 2; Census Tract 94.11; Adams County; Colorado","104038","15295",
"1500000US080010095011","Block Group 1; Census Tract 95.01; Adams County; Colorado","48537","31509",
"1500000US080010095012","Block Group 2; Census Tract 95.01; Adams County; Colorado","89150","37013",
"1500000US080010095021","Block Group 1; Census Tract 95.02; Adams County; Colorado","108375","52570",
"1500000US080010095022","Block Group 2; Census Tract 95.02; Adams County; Colorado","43550","40371",
"1500000US080010095023","Block Group 3; Census Tract 95.02; Adams County; Colorado","159702","21987",
"1500000US080010095024","Block Group 4; Census Tract 95.02; Adams County; Colorado","-","**",
"1500000US080010095531","Block Group 1; Census Tract 95.53; Adams County; Colorado","83004","48103",
"1500000US080010095532","Block Group 2; Census Tract 95.53; Adams County; Colorado","100453","21361",
"1500000US080010096031","Block Group 1; Census Tract 96.03; Adams County; Colorado","62250","60447",
"1500000US080010096032","Block Group 2; Census Tract 96.03; Adams County; Colorado","45491","26343",
"1500000US080010096033","Block Group 3; Census Tract 96.03; Adams County; Colorado","157222","74345",
"1500000US080010096034","Block Group 4; Census Tract 96.03; Adams County; Colorado","60849","11735",
"1500000US080010096035","Block Group 5; Census Tract 96.03; Adams County; Colorado","50774","21596",
"1500000US080010096041","Block Group 1; Census Tract 96.04; Adams County; Colorado","64375","23267",
"1500000US080010096042","Block Group 2; Census Tract 96.04; Adams County; Colorado","44938","9270",
"1500000US080010096043","Block Group 3; Census Tract 96.04; Adams County; Colorado","19351","7078",
"1500000US080010096044","Block Group 4; Census Tract 96.04; Adams County; Colorado","64219","22257",
"1500000US080010096061","Block Group 1; Census Tract 96.06; Adams County; Colorado","55351","22584",
"1500000US080010096062","Block Group 2; Census Tract 96.06; Adams County; Colorado","90685","8828",
"1500000US080010096071","Block Group 1; Census Tract 96.07; Adams County; Colorado","140238","18810",
"1500000US080010096072","Block Group 2; Census Tract 96.07; Adams County; Colorado","108882","39330",
"1500000US080010096073","Block Group 3; Census Tract 96.07; Adams County; Colorado","56058","14144",
"1500000US080010096081","Block Group 1; Census Tract 96.08; Adams County; Colorado","81607","18189",
"1500000US080010096082","Block Group 2; Census Tract 96.08; Adams County; Colorado","108979","28168",
"1500000US080010097511","Block Group 1; Census Tract 97.51; Adams County; Colorado","55456","18863",
"1500000US080010097512","Block Group 2; Census Tract 97.51; Adams County; Colorado","90008","24251",
"1500000US080010097521","Block Group 1; Census Tract 97.52; Adams County; Colorado","91583","35506",
"1500000US080010097522","Block Group 2; Census Tract 97.52; Adams County; Colorado","89773","39694",
"1500000US080010150001","Block Group 1; Census Tract 150; Adams County; Colorado","68694","16357",
"1500000US080010150002","Block Group 2; Census Tract 150; Adams County; Colorado","98250","67595",
"1500000US080010150003","Block Group 3; Census Tract 150; Adams County; Colorado","-","**",
"1500000US080010600011","Block Group 1; Census Tract 600.01; Adams County; Colorado","86882","17144",
"1500000US080010600012","Block Group 2; Census Tract 600.01; Adams County; Colorado","193333","26368",
"1500000US080010600021","Block Group 1; Census Tract 600.02; Adams County; Colorado","146250","76568",
"1500000US080010600022","Block Group 2; Census Tract 600.02; Adams County; Colorado","147381","53175",
"1500000US080010600023","Block Group 3; Census Tract 600.02; Adams County; Colorado","174348","67140",
"1500000US080010601001","Block Group 1; Census Tract 601; Adams County; Colorado","134348","37614",
"1500000US080010601002","Block Group 2; Census Tract 601; Adams County; Colorado","111250","48002",
"1500000US080010601003","Block Group 3; Census Tract 601; Adams County; Colorado","-","**",
"1500000US080010602001","Block Group 1; Census Tract 602; Adams County; Colorado","80683","19075",
"1500000US080010602002","Block Group 2; Census Tract 602; Adams County; Colorado","145189","61578",
"1500000US080010602003","Block Group 3; Census Tract 602; Adams County; Colorado","64314","6272",
"1500000US080010612001","Block Group 1; Census Tract 612; Adams County; Colorado","179327","29147",
"1500000US080010612002","Block Group 2; Census Tract 612; Adams County; Colorado","121989","23991",
"1500000US080019887001","Block Group 1; Census Tract 9887; Adams County; Colorado","-","**",
"1500000US080039600001","Block Group 1; Census Tract 9600; Alamosa County; Colorado","58882","17139",
"1500000US080039600002","Block Group 2; Census Tract 9600; Alamosa County; Colorado","90034","31992",
